PDBchain   len  method   resol   rfac  freerfac
4XP7A      346  XRAY       1.9   0.17  0.206
5LWVA      749  XRAY       1.9  0.171  0.199
8P1SA      342  XRAY       1.9  0.171  0.207
4KTPA      769  XRAY       1.9  0.172  0.206
7XS3A      337  XRAY       1.9  0.173   0.22
1GUIA      155  XRAY       1.9  0.173  0.197
5HSJA      634  XRAY       1.9  0.174  0.212
7OL3A      458  XRAY       1.9  0.174   0.22
4K6NA      383  XRAY       1.9  0.174  0.202
1N1EA      366  XRAY       1.9  0.174  0.195
3EGWA     1244  XRAY       1.9  0.175  0.196
4B46A      395  XRAY       1.9  0.175  0.207
2R84A      334  XRAY       1.9  0.175  0.195
3EGWC      225  XRAY       1.9  0.175  0.196
7SZAB      178  XRAY       1.9  0.175  0.216
7C6GA      422  XRAY       1.9  0.176  0.227
6CJ0A      253  XRAY       1.9  0.176  0.218
1CHMA      401  XRAY       1.9  0.177  NA   
2WSIA      306  XRAY       1.9  0.177  0.231
5DUAA      450  XRAY       1.9  0.178  0.221
6PNRA      676  XRAY       1.9  0.179  0.217
3N29A      418  XRAY       1.9  0.179  0.219
7W8FA      280  XRAY       1.9  0.179  0.219
4NKTA      341  XRAY       1.9   0.18  0.212
7EZGA      305  XRAY       1.9   0.18  0.201
4OJZA      736  XRAY       1.9  0.181  0.209
2POKA      481  XRAY       1.9  0.181  0.226
2DR1A      386  XRAY       1.9  0.181  0.202
7X4YA      481  XRAY       1.9  0.182  0.212
5D2RA      439  XRAY       1.9  0.182  0.219
2REGA      298  XRAY       1.9  0.182  0.222
3MGDA      157  XRAY       1.9  0.182  0.228
3FP0A      519  XRAY       1.9  0.183  0.235
2P0AA      344  XRAY       1.9  0.183  0.218
6XB4A      200  XRAY       1.9  0.183  0.207
6CXTA       77  XRAY       1.9  0.183  0.211
8CJFA      663  XRAY       1.9  0.184  0.207
1XJEA      644  XRAY       1.9  0.184  0.223
8T3PA      512  XRAY       1.9  0.184  0.222
1YKDA      398  XRAY       1.9  0.184  0.215
2AHGA      377  XRAY       1.9  0.184  0.235
5H3HA      272  XRAY       1.9  0.184  0.235
2FREA      200  XRAY       1.9  0.184  0.212
5HE9A      174  XRAY       1.9  0.184  0.218
5HE9E       56  XRAY       1.9  0.184  0.218
1YT8A      539  XRAY       1.9  0.185  0.209
6TUKB      393  XRAY       1.9  0.185  0.199
4EI7A      389  XRAY       1.9  0.185  0.237
3GONA      335  XRAY       1.9  0.185  0.207
1QH3A      260  XRAY       1.9  0.185  0.239
3RPNA      234  XRAY       1.9  0.185  0.218
3V8DA      491  XRAY       1.9  0.186  0.225
3E78A      403  XRAY       1.9  0.186   0.24
6XB3A      241  XRAY       1.9  0.186  0.208
2QTLA      539  XRAY       1.9  0.187  0.232
6RTGA      521  XRAY       1.9  0.187  0.223
5LA4A      509  XRAY       1.9  0.187  0.227
6VR8I      483  XRAY       1.9  0.187  0.233
1D7CA      190  XRAY       1.9  0.187   0.22
4QDCA      390  XRAY       1.9  0.188  0.217
2C1LA      358  XRAY       1.9  0.188  0.217
4QPLA      155  XRAY       1.9  0.188  0.222
3T6QC      145  XRAY       1.9  0.188  0.231
3V1HA      306  XRAY       1.9  0.189  0.237
2JH3A      474  XRAY       1.9   0.19  0.238
8BSBA      177  XRAY       1.9   0.19  0.233
7V4MB      182  XRAY       1.9  0.191  0.233
1ESWA      500  XRAY       1.9  0.192  0.219
3HRRA      356  XRAY       1.9  0.192  0.223
2WA5A      245  XRAY       1.9  0.192  0.216
3S5WA      463  XRAY       1.9  0.193  0.217
1K12A      158  XRAY       1.9  0.193  0.239
1YAGG      125  XRAY       1.9  0.193  0.231
2RHUA      329  XRAY       1.9  0.194  0.215
1CB8A      678  XRAY       1.9  0.195   0.26
8CNTA      633  XRAY       1.9  0.195  0.238
8IN6A      229  XRAY       1.9  0.195  0.234
8DVHA      206  XRAY       1.9  0.195  0.237
5BX1A      157  XRAY       1.9  0.195   0.24
5FG3A      623  XRAY       1.9  0.197  0.243
4XYMA      464  XRAY       1.9  0.197  0.237
2GN4A      344  XRAY       1.9  0.197  0.229
4BZFA      324  XRAY       1.9  0.197  0.238
7W93A      313  XRAY       1.9  0.197  0.215
2XWPA      264  XRAY       1.9  0.197  0.239
4XYMB      230  XRAY       1.9  0.197  0.237
2V57A      190  XRAY       1.9  0.198  0.234
3O01A      308  XRAY       1.9  0.199  0.257
9JC7A      435  XRAY       1.9    0.2   0.23
1LR5A      163  XRAY       1.9    0.2  0.241
3CGBA      480  XRAY       1.9  0.201   0.23
5EJ0A      237  XRAY       1.9  0.201   0.24
1YOAA      159  XRAY       1.9  0.201  0.228
4A0SA      447  XRAY       1.9  0.202   0.25
4E5PA      332  XRAY       1.9  0.202  0.241
1V83A      253  XRAY       1.9  0.202  0.229
5O1JA      580  XRAY       1.9  0.203  0.249
3EWDA      370  XRAY       1.9  0.203   0.25
1CI3M      249  XRAY       1.9  0.203  0.235
4OEVA      494  XRAY       1.9  0.204  0.235
2EBFX      746  XRAY       1.9  0.206  0.233
3NKSA      477  XRAY       1.9  0.206  0.232
1NJRA      284  XRAY       1.9  0.206   0.23
1TIQA      180  XRAY       1.9  0.206  0.241
1WLJA      189  XRAY       1.9  0.207  0.227
3D8NA      286  XRAY       1.9  0.208  0.245
1F0XA      571  XRAY       1.9  0.209  0.248
1JMXA      494  XRAY       1.9  0.209  0.267
1JMXB      349  XRAY       1.9  0.209  0.267
2G5GX      268  XRAY       1.9  0.209  0.242
1JMXG       79  XRAY       1.9  0.209  0.267
2Y8HA      153  XRAY       1.9  0.212  0.256
3VP5A      189  XRAY       1.9  0.213  0.265
1C0IA      363  XRAY       1.9  0.214  0.249
1QA7A      217  XRAY       1.9  0.214  0.298
2AGDA      287  XRAY       1.9  0.215  0.228
1NUPA      252  XRAY       1.9  0.215  0.242
6FG7A      250  XRAY       1.9  0.215  0.233
1I82A      189  XRAY       1.9  0.215  0.235
1JJWA      174  XRAY       1.9  0.215  0.249
2C4MA      796  XRAY       1.9  0.216  0.232
8RKHA      237  XRAY       1.9  0.216  0.248
1QR0A      228  XRAY       1.9  0.216  0.278
2CW9A      194  XRAY       1.9  0.218  0.221
1OFCX      304  XRAY       1.9  0.219  0.253
3R79A      244  XRAY       1.9  0.219  0.245
7LWBD       53  XRAY       1.9  0.221  0.267
3MB8A      279  XRAY       1.9  0.222  0.243
1PG0A      551  XRAY       1.9  0.223   0.25
4RZ3A      295  XRAY       1.9  0.223   0.26
1J5PA      253  XRAY       1.9  0.224   0.26
1Y60A      169  XRAY       1.9  0.225  0.241
5KWKA      476  XRAY       1.9  0.226  0.289
5KNKB      333  XRAY       1.9  0.227  0.271
3AXXA      458  XRAY       1.9  0.228  0.241
1Y9QA      192  XRAY       1.9  0.228  0.224
2Q88A      257  XRAY       1.9  0.229  0.249
8QX6A      165  XRAY       1.9  0.232  0.279
1LEEA      331  XRAY       1.9  0.236  0.286
8IYEA      497  XRAY       1.9  0.238  0.283
3CX5A      431  XRAY       1.9  0.245  0.263
3CX5C      385  XRAY       1.9  0.245  0.263
3CX5B      352  XRAY       1.9  0.245  0.263
3CX5F      146  XRAY       1.9  0.245  0.263
3CX5G      126  XRAY       1.9  0.245  0.263
3CX5H       93  XRAY       1.9  0.245  0.263
3CX5I       65  XRAY       1.9  0.245  0.263
3DDLA      273  XRAY       1.9  0.247  0.265
6D2VA      315  XRAY     1.901  0.163  0.198
3WISA      199  XRAY     1.901  0.163  0.188
9IRPA      201  XRAY     1.901  0.175  0.208
6BDDA      185  XRAY     1.901  0.195  0.242
4O6MA      372  XRAY     1.901    0.2  0.224
8HLEA      407  XRAY      1.91  0.162  0.201
8Q6XA      410  XRAY      1.91  0.171  0.208
6X3BA      324  XRAY      1.91  0.189  0.224
3MPBA      246  XRAY      1.91  0.191  0.233
5QGGA      196  XRAY      1.91  0.192  0.224
7MMSA      342  XRAY      1.91  0.203  0.226
5A96A      249  XRAY     1.914  0.137  0.194
7MQXA      383  XRAY     1.914  0.189  0.215
5A5YA      212  XRAY      1.92  0.157  0.198
2C1DA      264  XRAY      1.92  0.161  0.211
9FNHA      430  XRAY      1.92  0.169   0.22
3B2SA      451  XRAY      1.92  0.171  0.203
6NZ4A      485  XRAY      1.92  0.181  0.223
3AXBA      448  XRAY      1.92  0.189  0.205
2PFRA      294  XRAY      1.92  0.211  0.245
7QP5A      245  XRAY      1.92  0.211  0.252
3GBFA      443  XRAY      1.92  0.214  0.257
3CO4A      312  XRAY      1.92  0.234   0.24
5N80A      360  XRAY      1.92  0.241  0.271
4EEIA      438  XRAY     1.921  0.169  0.199
8YKCA      187  XRAY     1.921  0.223  0.271
5TK6A      194  XRAY     1.924   0.18  0.218
4KOAA      333  XRAY      1.93  0.161   0.21
5AGVA      406  XRAY      1.93  0.171  0.209
5AECA      378  XRAY      1.93  0.174  0.221
4HB9A      412  XRAY      1.93  0.177  0.218
6P14A      314  XRAY      1.93  0.178  0.199
2QTTA      267  XRAY      1.93  0.178  0.233
3WBBA      305  XRAY      1.93  0.179  0.216
9MDKA      476  XRAY      1.93  0.187  0.228
9GAXA      220  XRAY      1.93  0.188  0.219
4HG3A      341  XRAY      1.93  0.198  0.227
2OLPA      152  XRAY     1.932  0.166  0.193
6N2NA      573  XRAY     1.937   0.17  0.205
9DIHA      388  XRAY      1.94  0.172  0.218
9QDIA      409  XRAY      1.94  0.173  0.213
8TCWA      316  XRAY      1.94  0.174  0.195
4DBHA      288  XRAY      1.94  0.174   0.22
8BTJA      453  XRAY      1.94  0.176  0.226
8AJIA      374  XRAY      1.94  0.184  0.212
8PMRA      248  XRAY      1.94  0.184  0.216
7VJTA      291  XRAY      1.94  0.187  0.224
5IJIA      236  XRAY      1.94  0.193  0.254
4UT4A      346  XRAY      1.94  0.196  0.237
2YK4A      327  XRAY      1.94  0.196  0.223
5E1QA      655  XRAY     1.943  0.186  0.223
7EDCA      249  XRAY     1.946  0.204  0.242
4CJNA      642  XRAY     1.947  0.201  0.247
6U05A      432  XRAY     1.948  0.187  0.221
6LKGA      294  XRAY     1.948  0.205  0.225
6LKGB      172  XRAY     1.948  0.205  0.225
6OX1A      599  XRAY     1.949  0.171  0.201
6PKUA      300  XRAY     1.949  0.202  0.232
8HJ8A      609  XRAY      1.95  0.146  0.184
2B4FA      405  XRAY      1.95  0.148  0.178
3INGA      325  XRAY      1.95  0.154  0.193
7UK7A      394  XRAY      1.95   0.16  0.192
1L7KA      347  XRAY      1.95  0.161  0.216
2XIQA      762  XRAY      1.95  0.163  0.201
8CSDA      410  XRAY      1.95  0.164  0.199
6UDEA      507  XRAY      1.95  0.165  0.205
2B9WA      424  XRAY      1.95  0.165   0.19
6KMEA      318  XRAY      1.95  0.165  0.206
5H06A      640  XRAY      1.95  0.166  0.212
4EPPA      477  XRAY      1.95  0.169  0.207
6Y8YA      589  XRAY      1.95   0.17   0.21
3O6DA      260  XRAY      1.95  0.171  0.197
3FZYA      234  XRAY      1.95  0.171  0.216
4CO9A      211  XRAY      1.95  0.173  0.207
5C41A      330  XRAY      1.95  0.174  0.207
8SLGA      482  XRAY      1.95  0.176  0.201
4DNOA      301  XRAY      1.95  0.176  0.225
4NHEA      328  XRAY      1.95  0.177  0.207
4EHTA      276  XRAY      1.95  0.177  0.205
7EDZA      311  XRAY      1.95  0.178  0.206
4HUTA      191  XRAY      1.95  0.178  0.232
6L8AA      470  XRAY      1.95  0.179  0.219
6Y1XA      309  XRAY      1.95  0.179  0.212
6NIEA      255  XRAY      1.95  0.179  0.216
6JKMA      341  XRAY      1.95  0.181  0.226
8EGNA      316  XRAY      1.95  0.181  0.219
8BSDA      304  XRAY      1.95  0.181  0.207
1I7QB      193  XRAY      1.95  0.181  0.246
2F2HA      773  XRAY      1.95  0.182  0.225
4I4CA      415  XRAY      1.95  0.182  0.227
3T6DC      356  XRAY      1.95  0.183  0.216
3T6DM      323  XRAY      1.95  0.183  0.216
3T6DH      258  XRAY      1.95  0.183  0.216
5BZCA      151  XRAY      1.95  0.184  0.232
4YN3B       96  XRAY      1.95  0.184  0.222
8BMVA      276  XRAY      1.95  0.185  0.231
2UW1A      338  XRAY      1.95  0.186  0.229
2P35A      259  XRAY      1.95  0.187  0.214
3E18A      359  XRAY      1.95  0.188  0.237
8RHFA      338  XRAY      1.95  0.188  0.228
2GUFA      594  XRAY      1.95  0.191  0.225
8TJ4A      323  XRAY      1.95  0.191  0.223
8TJ4B      174  XRAY      1.95  0.191  0.223
2YCLA      445  XRAY      1.95  0.195  0.251
7QPNA      348  XRAY      1.95  0.195  0.262
2YCLB      310  XRAY      1.95  0.195  0.251
2UUUA      584  XRAY      1.95  0.196  0.244
6VIJA      245  XRAY      1.95  0.196  0.227
6PEUA      385  XRAY      1.95  0.197  0.237
5EDLA      197  XRAY      1.95  0.197  0.217
6VTJA      491  XRAY      1.95  0.198  0.239
9G4SB      280  XRAY      1.95  0.198  0.243
8TCLB      343  XRAY      1.95    0.2  0.229
2C4IA      271  XRAY      1.95    0.2  0.246
7OKUA      195  XRAY      1.95    0.2  0.235
5NV9A      496  XRAY      1.95  0.201  0.243
7POLA      402  XRAY      1.95  0.201  0.215
3C6KA      381  XRAY      1.95  0.201  0.257
8AQ8AAA    366  XRAY      1.95  0.202  0.241
2Q8PA      260  XRAY      1.95  0.204  0.263
5IJJA      192  XRAY      1.95  0.204  0.251
3OYZA      433  XRAY      1.95  0.205  0.239
1O75A      415  XRAY      1.95  0.205  0.228
3HJ1A      387  XRAY      1.95  0.206  0.246
5GVVA      406  XRAY      1.95  0.207  0.257
5Z74A      457  XRAY      1.95   0.21  0.239
6YUQA      255  XRAY      1.95   0.21  0.221
7C60A      310  XRAY      1.95  0.218  0.288
1B12A      248  XRAY      1.95   0.22  0.246
7A0JAAA    312  XRAY      1.95  0.221  0.239
6PD2A      624  XRAY      1.95  0.222  0.254
6FM3A      363  XRAY      1.95  0.222  0.252
1JGTA      513  XRAY      1.95  0.228  0.228
1YNHA      458  XRAY      1.95   0.23  0.246
3C9IA      242  XRAY      1.95  0.234  0.269
1GZFA      211  XRAY      1.95  0.234  0.277
5XV0A      240  XRAY      1.95  0.244  0.289
6C8RA      379  XRAY     1.951  0.177  0.219
4WW9A      261  XRAY     1.951   0.18  0.209
4IV9A      557  XRAY     1.951   0.19  0.245
4R88A      431  XRAY     1.952  0.166  0.201
5VO3A      380  XRAY     1.954  0.163  0.185
5FG8B       54  XRAY     1.955  0.192  0.221
6MIJA      396  XRAY     1.955  0.193  0.238
6MBNA      241  XRAY     1.957  0.189  0.219
6ENKA      325  XRAY      1.96  0.162  0.204
9CG2A      358  XRAY      1.96  0.172  0.213
6IN7B      193  XRAY      1.96  0.179  0.201
6IN7A       81  XRAY      1.96  0.179  0.201
2X0QA      618  XRAY      1.96  0.184  0.221
6QP7A      657  XRAY      1.96  0.185  0.218
7WR6A      280  XRAY      1.96  0.198  0.228
4NK2A      193  XRAY      1.96  0.212   0.25
5HPZA      179  XRAY      1.96  0.213  0.266
2R5CA      429  XRAY      1.96  0.222  0.267
1K7WA      468  XRAY      1.96  0.224  0.253
9HLYAaA    295  XRAY      1.96  0.225  0.272
5XSFA      209  XRAY     1.962  0.192  0.212
5H9YA      444  XRAY     1.969  0.169  0.197
7R5YA      416  XRAY      1.97  0.155   0.22
4REPA      495  XRAY      1.97  0.163  0.224
2X2TA      153  XRAY      1.97  0.165  0.195
7XDVA      313  XRAY      1.97  0.172  0.213
4BC2A      538  XRAY      1.97  0.174  0.197
8RJAD      126  XRAY      1.97  0.177   0.21
4L8FA      312  XRAY      1.97  0.178  0.239
3A04A      372  XRAY      1.97   0.18  0.235
7TCLX      281  XRAY      1.97  0.184  0.212
9NCZA      250  XRAY      1.97  0.188  0.242
5OC0A      189  XRAY      1.97  0.188  0.204
8PHVA      356  XRAY      1.97  0.189  0.222
8PHVB      111  XRAY      1.97  0.189  0.222
7D4CA      617  XRAY      1.97  0.204  0.235
4UN1B      179  XRAY      1.97  0.205  0.257
3W36A      531  XRAY      1.97  0.206  0.243
5FXTA      374  XRAY      1.97   0.21   0.26
2B2KA      183  XRAY      1.97  0.215  0.245
7Y4GA      715  XRAY      1.97  0.224  0.263
6J17A      324  XRAY     1.975  0.183  0.228
5K55A      338  XRAY     1.977  0.188  0.235
6J19B      104  XRAY     1.978  0.172  0.208
7CTQA      432  XRAY     1.978  0.184  0.222
3AMMA      265  XRAY      1.98   0.15  0.189
4AQ6A      433  XRAY      1.98  0.164  0.216
4JO5A      190  XRAY      1.98  0.174  0.215
4RZQA      468  XRAY      1.98  0.178  0.217
4DECA      344  XRAY      1.98  0.178  0.205
6VHDA      255  XRAY      1.98  0.178  0.213
8YV5A      175  XRAY      1.98   0.18  0.216
6KXFB      378  XRAY      1.98  0.182  0.229
8J2XA      341  XRAY      1.98  0.184    0.2
2D0WA      170  XRAY      1.98  0.185  0.191
8HFNA      413  XRAY      1.98  0.186  0.208
4Q7FA      527  XRAY      1.98  0.188  0.218
3ZF8A      305  XRAY      1.98  0.191  0.239
8JJNA      328  XRAY      1.98  0.193   0.22
4YB6A      300  XRAY      1.98  0.196  0.215
5W8XA      382  XRAY      1.98  0.201  0.231
4E4ZA      312  XRAY      1.98  0.206  0.244
5KTKA      519  XRAY      1.98  0.208  0.231
5A65A      217  XRAY      1.98   0.21  0.258
4ZMEA      307  XRAY      1.98  0.215  0.236
1ZVRA      528  XRAY      1.98  0.228  0.252
3MX2A      577  XRAY     1.983  0.182  0.208
5HC2A      365  XRAY     1.986  0.154  0.184
6QW5A      212  XRAY     1.988  0.205  0.242
3OI8A      156  XRAY     1.989  0.185  0.232
8GOTA      211  XRAY     1.989  0.215  0.253
4X28A      400  XRAY      1.99  0.153  0.186
4X28C      373  XRAY      1.99  0.153  0.186
6M0QB       91  XRAY      1.99  0.164    0.2
1Q6YA      428  XRAY      1.99   0.17    0.2
8UG1A      315  XRAY      1.99  0.174  0.205
6LOOA      354  XRAY      1.99  0.181  0.225
3A8IA      364  XRAY      1.99  0.185  0.244
3A8IE      129  XRAY      1.99  0.185  0.244
7DK8A      598  XRAY      1.99    0.2  0.256
2BEXA      460  XRAY      1.99  0.206  0.243
2BEXC      135  XRAY      1.99  0.206  0.243
8Z03A      321  XRAY      1.99  0.209  0.244
5MUYA      328  XRAY      1.99  0.225  0.276
9KUEC      172  XRAY      1.99  0.225  0.267
9KUEA      114  XRAY      1.99  0.225  0.267
9KUEB       67  XRAY      1.99  0.225  0.267
8K62A      389  XRAY     1.991  0.211  0.278
9U46A      151  XRAY     1.992  0.173  0.224
5T9FA      271  XRAY     1.994   0.16  0.206
4EGCB      294  XRAY     1.994  0.186  0.224
3MKHA      438  XRAY     1.995  0.177  0.209
9DP5A      372  XRAY     1.998  0.213  0.243
5U93A      172  XRAY     1.999  0.172  0.203
9IOQA      320  XRAY     1.999  0.199  0.238
3QVKA      245  XRAY     1.999  0.222  0.246
5T96A      342  XRAY       2.0  0.139  0.183
4D06A      283  XRAY       2.0  0.141  0.163
5KAXA      166  XRAY       2.0  0.146  0.179
4DUOA      388  XRAY       2.0  0.148    0.2
2C59A      379  XRAY       2.0  0.151  0.223
3R11A      379  XRAY       2.0  0.151  0.181
4A0UA      228  XRAY       2.0  0.151  0.197
3E15A      312  XRAY       2.0  0.152  0.202
5HXXA      432  XRAY       2.0  0.157  0.204
5AWPA      610  XRAY       2.0  0.159  0.196
2ZY4A      546  XRAY       2.0  0.159  0.204
3OHAA      520  XRAY       2.0  0.159  0.195
8BRNA      428  XRAY       2.0  0.159  0.206
1CB7B      483  XRAY       2.0   0.16  0.218
6NBEP      140  XRAY       2.0   0.16  0.184
1CB7A      137  XRAY       2.0   0.16  0.218
6OXDB      616  XRAY       2.0  0.161  0.197
4GZ7A      500  XRAY       2.0  0.161  0.195
4USZA      458  XRAY       2.0  0.161  0.207
6LN3A      202  XRAY       2.0  0.161  0.192
3T6SA      357  XRAY       2.0  0.162  0.197
1CVRA      435  XRAY       2.0  0.163  0.207
2PV7A      298  XRAY       2.0  0.163  0.194
3ZD9A      251  XRAY       2.0  0.163  0.246
6CAYA      169  XRAY       2.0  0.163  0.201
2OZGA      396  XRAY       2.0  0.164  0.215
3NZTA      525  XRAY       2.0  0.165  0.196
1TV2A      458  XRAY       2.0  0.165  0.183
9EB2A      275  XRAY       2.0  0.165  0.209
4R2FA      431  XRAY       2.0  0.166  0.207
3WVCA      170  XRAY       2.0  0.166   0.23
1IA7A      441  XRAY       2.0  0.168   0.22
3I16A      427  XRAY       2.0  0.168  0.206
6EFXA      354  XRAY       2.0  0.168  0.211
1CWSA      211  XRAY       2.0  0.168  NA   
1DTHA      203  XRAY       2.0  0.168  NA   
2XW7A      178  XRAY       2.0  0.168  0.216
3N75A      715  XRAY       2.0  0.169  0.194
2E1DA      331  XRAY       2.0  0.169  0.211
7VQKA      199  XRAY       2.0  0.169  0.211
3KFLA      564  XRAY       2.0   0.17  0.209
6HTKA      400  XRAY       2.0   0.17  0.197
3F53A      246  XRAY       2.0   0.17  0.191
6DEWA      212  XRAY       2.0   0.17  0.209
5E5UB      199  XRAY       2.0   0.17  0.217
8QMBA      742  XRAY       2.0  0.171  0.206
2PZMA      330  XRAY       2.0  0.171  0.221
5L09A      179  XRAY       2.0  0.171  0.203
7CWWA      368  XRAY       2.0  0.172  0.209
4BLVA      289  XRAY       2.0  0.172  0.213
4LPSA      242  XRAY       2.0  0.172  0.196
6NDLA      330  XRAY       2.0  0.173  0.222
5X03B      365  XRAY       2.0  0.174  0.216
8EW9A      248  XRAY       2.0  0.174  0.234
5EREA      568  XRAY       2.0  0.175  0.226
8ORPA      494  XRAY       2.0  0.176  0.212
7S0MA      305  XRAY       2.0  0.176  0.195
3H2BA      203  XRAY       2.0  0.176  0.226
2FNAA      357  XRAY       2.0  0.177  0.226
7PRQA      350  XRAY       2.0  0.177  0.216
3ASXA      340  XRAY       2.0  0.177  0.228
6MHCA      244  XRAY       2.0  0.177  0.225
3M1IC     1049  XRAY       2.0  0.178   0.22
3VEHA      451  XRAY       2.0  0.178  0.236
3HLFA      432  XRAY       2.0  0.178  0.209
2X1EA      357  XRAY       2.0  0.178  0.202
5T1PA      348  XRAY       2.0  0.178  0.224
9DQRA      253  XRAY       2.0  0.178  0.211
3M1IB      191  XRAY       2.0  0.178   0.22
3VTFA      444  XRAY       2.0  0.179  0.216
2HFUA      332  XRAY       2.0  0.179   0.23
7BSXA      331  XRAY       2.0  0.179  0.202
5B82A      191  XRAY       2.0  0.179  0.234
5D1RA      239  XRAY       2.0   0.18  0.222
5WSYA      173  XRAY       2.0   0.18  0.215
8WWUA      510  XRAY       2.0  0.181  0.206
6XI3AAA    414  XRAY       2.0  0.182  0.231
3GDHA      241  XRAY       2.0  0.182  0.213
3ABKA      514  XRAY       2.0  0.183  0.219
6IMVA      505  XRAY       2.0  0.183  0.209
6Q55A      483  XRAY       2.0  0.183  0.222
4I91A      476  XRAY       2.0  0.183   0.21
5TIPA      436  XRAY       2.0  0.183  0.206
1PL6A      356  XRAY       2.0  0.183  0.211
3ABKC      261  XRAY       2.0  0.183  0.219
3ABKB      227  XRAY       2.0  0.183  0.219
3ABKD      147  XRAY       2.0  0.183  0.219
3ABKE      109  XRAY       2.0  0.183  0.219
3ABKG       85  XRAY       2.0  0.183  0.219
3ABKH       85  XRAY       2.0  0.183  0.219
3ABKI       73  XRAY       2.0  0.183  0.219
3ABKJ       59  XRAY       2.0  0.183  0.219
3ABKM       46  XRAY       2.0  0.183  0.219
7VX0A      702  XRAY       2.0  0.184  0.211
5W3XA      352  XRAY       2.0  0.184  0.212
5W3XB       80  XRAY       2.0  0.184  0.212
1F8RA      498  XRAY       2.0  0.185   0.21
6IZFA      326  XRAY       2.0  0.185  0.205
2DX7A      228  XRAY       2.0  0.185  0.219
1LXYA      409  XRAY       2.0  0.186  0.227
4NZ6A      313  XRAY       2.0  0.186  0.224
1H65A      270  XRAY       2.0  0.186   0.23
4IHQA      513  XRAY       2.0  0.187  0.214
5MJIA      257  XRAY       2.0  0.187  0.209
1DEKA      241  XRAY       2.0  0.187  NA   
1EGHA      152  XRAY       2.0  0.187  0.219
3PTYA      406  XRAY       2.0  0.188  0.207
1B4EA      323  XRAY       2.0  0.188  0.255
1GSAA      316  XRAY       2.0  0.188  NA   
2F6XA      234  XRAY       2.0  0.188  0.227
7DNPA      182  XRAY       2.0  0.188  0.224
2AG2A      164  XRAY       2.0  0.188  0.231
6IOHA      375  XRAY       2.0  0.189  0.221
3NDCA      264  XRAY       2.0  0.189  0.222
3QW9A      176  XRAY       2.0  0.189  0.245
8AJZA      569  XRAY       2.0   0.19   0.21
2G3FA      421  XRAY       2.0   0.19  0.216
4RWNA      357  XRAY       2.0   0.19  0.234
3QDLA      210  XRAY       2.0   0.19   0.22
4OAKA      211  XRAY       2.0  0.191  0.235
2X3JA      620  XRAY       2.0  0.192  0.231
4ZTCA      386  XRAY       2.0  0.192  0.254
1P6XA      334  XRAY       2.0  0.192  0.237
6RA3A      269  XRAY       2.0  0.192  0.242
8PUTE      131  XRAY       2.0  0.192  0.247
6GU2C       84  XRAY       2.0  0.192  0.239
4TQMA      406  XRAY       2.0  0.193  0.242
7R8QA      406  XRAY       2.0  0.193   0.22
1H7QA      255  XRAY       2.0  0.193  0.237
6XLPA      596  XRAY       2.0  0.194  0.211
3LUYA      329  XRAY       2.0  0.194  0.225
7UNJA      223  XRAY       2.0  0.194  0.234
2ZFUA      215  XRAY       2.0  0.194  0.231
3AKIA      468  XRAY       2.0  0.195  0.231
8KIHA      332  XRAY       2.0  0.196  0.237
8TWWA      260  XRAY       2.0  0.196  0.218
4RKSA      337  XRAY       2.0  0.197  0.242
4W4SA      300  XRAY       2.0  0.197  0.235
5EFQB      268  XRAY       2.0  0.197  0.247
7C83A      258  XRAY       2.0  0.197  0.233
2D0OA      610  XRAY       2.0  0.198  0.232
1HFAA      289  XRAY       2.0  0.198   0.23
8BAQA      208  XRAY       2.0  0.198  0.248
3KMWA      271  XRAY       2.0  0.199  0.203
3KMWB      129  XRAY       2.0  0.199  0.203
6EJ7A      751  XRAY       2.0    0.2   0.23
4EUEA      418  XRAY       2.0    0.2  0.229
3AFOA      388  XRAY       2.0    0.2  0.244
1BBPA      173  XRAY       2.0    0.2  NA   
4PQGA      511  XRAY       2.0  0.201  0.248
4FE9A      470  XRAY       2.0  0.201  0.247
2Z1UA      343  XRAY       2.0  0.201  0.228
5DXIA      302  XRAY       2.0  0.201  0.242
2VDJA      301  XRAY       2.0  0.201  0.246
3UBLA      242  XRAY       2.0  0.201  0.235
3DCMX      192  XRAY       2.0  0.201  0.235
2ATZA      180  XRAY       2.0  0.201  0.256
5UI3A      341  XRAY       2.0  0.203  0.231
5GZAA      290  XRAY       2.0  0.203  0.218
2W0MA      235  XRAY       2.0  0.203   0.25
4C0ZA      215  XRAY       2.0  0.203  0.232
1BYSA      155  XRAY       2.0  0.203  0.272
1W07A      659  XRAY       2.0  0.204  0.249
2PA4A      323  XRAY       2.0  0.204  0.243
1ZRMA      232  XRAY       2.0  0.204  0.287
3FO5A      258  XRAY       2.0  0.205  0.251
3F2VA      192  XRAY       2.0  0.205  0.228
2FSHA      853  XRAY       2.0  0.206  0.255
1C3QA      284  XRAY       2.0  0.206  0.242
6E4VA      693  XRAY       2.0  0.208  0.235
2QV6A      268  XRAY       2.0  0.208  0.244
2OYSA      242  XRAY       2.0  0.208  0.225
3WT0A      402  XRAY       2.0  0.209  0.236
3A06A      376  XRAY       2.0  0.209   0.24
6EASA      308  XRAY       2.0  0.209  0.251
3CF4G      170  XRAY       2.0  0.209  0.248
8TFOA      416  XRAY       2.0   0.21  0.247
6P6SA      203  XRAY       2.0   0.21  0.235
